Provider ID,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Mortality national comparison
451361,Critical Access Hospitals,Proprietary,TRUE,TRUE,Not Available,Not Available
451365,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
453301,Childrens,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
460014,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,Same as the national average
460049,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,TRUE,Not Available,Not Available
470001,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
471300,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
471306,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
480001,Acute Care Hospitals,Government - Local,TRUE,,3,Same as the national average
480002,Acute Care Hospitals,Government - State,TRUE,,2,Same as the national average
490104,Acute Care Hospitals,Government - State,FALSE,,Not Available,Not Available
490117,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,3,Same as the national average
490126,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
500044,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
500051,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,4,Same as the national average
500129,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
501305,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,Not Available,Not Available
503301,Childrens,Voluntary non-profit - Other,TRUE,TRUE,Not Available,Not Available
510001,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Below the national average
510002,Acute Care Hospitals,Proprietary,TRUE,TRUE,4,Same as the national average
510072,Acute Care Hospitals,Government - Local,TRUE,TRUE,3,Same as the national average
520037,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,3,Same as the national average
520103,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,5,Same as the national average
520113,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
520207,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,5,Same as the national average
521332,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Not Available
10104,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,Same as the national average
640001,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,,Not Available,Not Available
650001,Acute Care Hospitals,Government - Local,TRUE,TRUE,Not Available,Same as the national average
650003,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,Not Available,Not Available
660001,Acute Care Hospitals,Proprietary,TRUE,TRUE,Not Available,Same as the national average
670004,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
670062,Acute Care Hospitals,Proprietary,TRUE,,Not Available,Not Available
670119,Acute Care Hospitals,Proprietary,TRUE,,Not Available,Not Available
670120,Acute Care Hospitals,Proprietary,TRUE,,Not Available,Not Available
100019,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
30107,Acute Care Hospitals,Proprietary,FALSE,TRUE,Not Available,Not Available
100105,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,2,Same as the national average
50688,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,3,Same as the national average
60014,Acute Care Hospitals,Government - State,TRUE,TRUE,3,Same as the national average
30134,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,4,Same as the national average
100045,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,2,Below the national average
41312,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
30010,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Below the national average
50254,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
50549,Acute Care Hospitals,Proprietary,FALSE,TRUE,2,Same as the national average
100298,Acute Care Hospitals,Government - State,FALSE,,Not Available,Not Available
50745,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,Not Available
100006,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
50228,Acute Care Hospitals,Government - Local,TRUE,TRUE,1,Same as the national average
30115,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
50417,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,3,Same as the national average
70034,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Above the national average
90011,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,1,Above the national average
41330,Critical Access Hospitals,Government - Local,TRUE,TRUE,Not Available,Same as the national average
10100,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
110083,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Above the national average
21305,Critical Access Hospitals,Government - Local,FALSE,TRUE,Not Available,Not Available
10112,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,3,Same as the national average
100255,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,Same as the national average
100134,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,3,Not Available
100212,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,Below the national average
31300,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
10033,Acute Care Hospitals,Government - State,TRUE,TRUE,2,Above the national average
50245,Acute Care Hospitals,Government - Local,TRUE,TRUE,2,Same as the national average
100180,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,Same as the national average
100313,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,5,Same as the national average
10157,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,3,Same as the national average
60044,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,2,Same as the national average
50772,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Not Available
10103,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,2,Same as the national average
21306,Critical Access Hospitals,Voluntary non-profit - Church,TRUE,TRUE,Not Available,Not Available
100106,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
40118,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
50329,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,Same as the national average
10046,Acute Care Hospitals,Proprietary,TRUE,TRUE,4,Above the national average
51335,Critical Access Hospitals,Government - Hospital District or Authority,FALSE,TRUE,Not Available,Not Available
61336,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,,3,Not Available
100126,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,Same as the national average
100018,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
50342,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,2,Same as the national average
50043,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,5,Above the national average
100127,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
10099,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,3,Same as the national average
50060,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
60006,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
40051,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
30014,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
100051,Acute Care Hospitals,Government - Hospital District or Authority,FALSE,TRUE,4,Same as the national average
50093,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,2,Same as the national average
50423,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,2,Not Available
50058,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Above the national average
50129,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,1,Same as the national average
30117,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,Same as the national average
10164,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,2,Same as the national average
51321,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,3,Same as the national average
40119,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
100025,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Below the national average
110122,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,4,Same as the national average
100043,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
100118,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,3,Same as the national average
50243,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,Same as the national average
51331,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Not Available
33303,Childrens,Proprietary,FALSE,,Not Available,Not Available
50367,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,2,Same as the national average
100289,Acute Care Hospitals,Proprietary,TRUE,TRUE,1,Same as the national average
50153,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,1,Same as the national average
100268,Acute Care Hospitals,Proprietary,TRUE,TRUE,1,Same as the national average
51314,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,2,Not Available
50036,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Below the national average
50276,Acute Care Hospitals,Government - Local,TRUE,TRUE,3,Same as the national average
21302,Critical Access Hospitals,Government - Local,TRUE,TRUE,Not Available,Not Available
50543,Acute Care Hospitals,Proprietary,FALSE,TRUE,Not Available,Not Available
50357,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,5,Not Available
53304,Childrens,Voluntary non-profit - Other,FALSE,TRUE,Not Available,Not Available
41300,Critical Access Hospitals,Voluntary non-profit - Church,TRUE,TRUE,Not Available,Not Available
50290,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Above the national average
10008,Acute Care Hospitals,Proprietary,TRUE,TRUE,4,Same as the national average
101309,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,TRUE,2,Same as the national average
61307,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,Not Available,Not Available
30033,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,3,Same as the national average
50528,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
50748,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Not Available
100211,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,Same as the national average
50597,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,TRUE,2,Same as the national average
10021,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,3,Same as the national average
50424,Acute Care Hospitals,Voluntary non-profit - Other,FALSE,TRUE,5,Same as the national average
50726,Acute Care Hospitals,Proprietary,FALSE,TRUE,5,Not Available
53301,Childrens,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
50348,Acute Care Hospitals,Government - Local,TRUE,TRUE,3,Same as the national average
51315,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,Not Available,Not Available
110184,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
70021,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
100288,Acute Care Hospitals,Proprietary,TRUE,TRUE,1,Below the national average
100122,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
100086,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,1,Below the national average
30013,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
100113,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Above the national average
50313,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
41310,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
51333,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
53310,Childrens,Voluntary non-profit - Private,FALSE,,Not Available,Not Available
30024,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,2,Same as the national average
60015,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,3,Same as the national average
100259,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,Same as the national average
61308,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
60028,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
40041,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,Same as the national average
50158,Acute Care Hospitals,Proprietary,FALSE,TRUE,3,Same as the national average
30038,Acute Care Hospitals,Proprietary,TRUE,TRUE,4,Same as the national average
110079,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,1,Same as the national average
10110,Acute Care Hospitals,Proprietary,TRUE,TRUE,Not Available,Not Available
50516,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,2,Below the national average
103301,Childrens,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
50724,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,Same as the national average
50096,Acute Care Hospitals,Proprietary,FALSE,TRUE,Not Available,Not Available
